zip,totkbtu,avgkbtu,Total annual customers-Elec,Avg annual customers-Elec,Total annual customers-GAS,Avg annual customers- Gas,Actual Minm Customer Count
95922,8826646.104,24852.12418,4262,355.1666667,,0,355.1666667
95923,0,0,0,0,,0,0
95925,2901772.932,24282.61868,1434,119.5,,0,119.5
95926,872804565.7,55547.83184,188552,15712.66667,177679,14806.58333,15712.66667
95928,796989426.4,53811.24806,177730,14810.83333,155634,12969.5,14810.83333
95930,3082646.464,19397.88021,1907,158.9166667,,0,158.9166667
95932,174612611.2,60801.79137,34462,2871.833333,28808,2400.666667,2871.833333
95934,3058492.916,22767.93734,1612,134.3333333,,0,134.3333333
95935,14099769.27,31930.03043,5299,441.5833333,,0,441.5833333
95936,4170102.044,18616.52698,2688,224,,0,224
95937,23730281.86,47044.99956,6053,504.4166667,2727,227.25,504.4166667
95938,96065266.28,64956.5107,17747,1478.916667,13184,1098.666667,1478.916667
95939,5543387.688,29368.94139,2265,188.75,,0,188.75
95941,6853309.08,29775.41961,2762,230.1666667,,0,230.1666667
95942,24290696.75,25382.12827,11484,957,,0,957
95943,10125881.11,33510.91377,3626,302.1666667,0,0,302.1666667
95944,0,0,0,0,,0,0
95945,584076161.1,54385.78715,128874,10739.5,76688,6390.666667,10739.5
95946,162808589.3,36102.80091,54115,4509.583333,3365,280.4166667,4509.583333
95947,22621461.05,21763.61201,12473,1039.416667,,0,1039.416667
95948,190115411.7,55666.6164,18905,1575.416667,40983,3415.25,3415.25
95949,311119903.5,39262.5734,95089,7924.083333,4270,355.8333333,7924.083333
95950,4584076.592,34082.35384,1614,134.5,,0,134.5
95951,44999977.44,60599.22897,8911,742.5833333,8646,720.5,742.5833333
95953,206261482.6,60623.53754,40828,3402.333333,35779,2981.583333,3402.333333
95954,167393634.4,31994.70578,62783,5231.916667,,0,5231.916667
95955,28047437.72,55843.57933,6027,502.25,3875,322.9166667,502.25
95956,5665134.672,21993.40539,3091,257.5833333,,0,257.5833333
95957,14188888.1,52486.63907,3244,270.3333333,1778,148.1666667,270.3333333
95959,408568163.8,54795.39498,89475,7456.25,34137,2844.75,7456.25
95960,10939663.58,37104.5684,3538,294.8333333,0,0,294.8333333
95961,505209244.7,64076.25654,94614,7884.5,90592,7549.333333,7884.5
95962,19193786.32,31699.06907,7266,605.5,,0,605.5
95963,272029115.4,47957.88539,68067,5672.25,37866,3155.5,5672.25
95965,370122304.1,53278.00549,83364,6947,57286,4773.833333,6947
95966,575305099.2,50119.14182,137745,11478.75,67308,5609,11478.75
95968,31941980.04,58314.88824,6573,547.75,5285,440.4166667,547.75
95969,857542936.3,68408.69815,150427,12535.58333,130015,10834.58333,12535.58333
95970,13865396.07,60328.04671,2758,229.8333333,1950,162.5,229.8333333
95971,53807936.05,23602.55995,27357,2279.75,,0,2279.75
95972,0,0,0,0,,0,0
95973,754756159.7,56050.06478,161589,13465.75,131566,10963.83333,13465.75
95974,9405510.108,69200.56487,1631,135.9166667,1276,106.3333333,135.9166667
95975,24385011.26,34232.58482,8548,712.3333333,0,0,712.3333333
95977,24909705.2,37557.03762,7959,663.25,,0,663.25
95978,3378951.368,24265.35991,1671,139.25,,0,139.25
95979,8900386.248,23655.51162,4515,376.25,,0,376.25
95981,2792855.068,8126.639383,4124,343.6666667,,0,343.6666667
95982,74743588.04,62897.83005,14260,1188.333333,12949,1079.083333,1188.333333
95983,7072826.924,25525.99191,3325,277.0833333,,0,277.0833333
95984,3359328.956,22762.25154,1771,147.5833333,,0,147.5833333
95986,2183222.792,20531.87579,1276,106.3333333,,0,106.3333333
95987,96338304.59,54287.8448,21295,1774.583333,16964,1413.666667,1774.583333
95988,188299180.3,54728.85322,41287,3440.583333,33508,2792.333333,3440.583333
95991,893375758.1,61948.56604,173055,14421.25,161706,13475.5,14421.25
95993,834780754.2,68791.63468,145619,12134.91667,135563,11296.91667,12134.91667
96001,471933004.8,54692.03413,19382,1615.166667,103547,8628.916667,8628.916667
96002,492015128.9,52306.32943,22572,1881,112877,9406.416667,9406.416667
96003,664100138.4,59166.1098,55865,4655.416667,134692,11224.33333,11224.33333
96007,463050130.9,51712.40713,107452,8954.333333,56653,4721.083333,8954.333333
96008,12214588.09,37249.06153,3935,327.9166667,,0,327.9166667
96009,3900018.36,26804.2499,1746,145.5,,0,145.5
96010,0,0,0,0,,0,0
96013,127590751,73212.30869,20913,1742.75,18809,1567.416667,1742.75
96016,5751594.752,25061.41504,2754,229.5,,0,229.5
96019,118019168.6,40625.05445,0,0,34861,2905.083333,2905.083333
96020,32054678.87,19535.60926,19690,1640.833333,,0,1640.833333
96021,278407845.2,46779.44135,71418,5951.5,32629,2719.083333,5951.5
96022,262435916.6,43111.80319,73048,6087.333333,16056,1338,6087.333333
96028,35184262.7,49381.42133,8550,712.5,4072,339.3333333,712.5
96033,5765491.828,32435.95965,2133,177.75,,0,177.75
96035,47969062.58,42835.89455,13438,1119.833333,4973,414.4166667,1119.833333
96040,3772655.224,24170.77559,1873,156.0833333,,0,156.0833333
96047,8902286.732,33435.81871,3195,266.25,,0,266.25
96051,18018768.59,26850.26984,8053,671.0833333,,0,671.0833333
96055,50101750,33963.45045,17702,1475.166667,,0,1475.166667
96056,25033976.5,38122.80685,7880,656.6666667,1254,104.5,656.6666667
96059,8167959.504,30871.02805,3175,264.5833333,,0,264.5833333
96061,676186.748,5049.309879,1607,133.9166667,,0,133.9166667
96062,16616815.32,40446.6093,4930,410.8333333,,0,410.8333333
96063,2233771.572,7578.529506,3537,294.75,,0,294.75
96065,4472691.852,23335.78358,2300,191.6666667,,0,191.6666667
96069,10406617.06,36643.01782,3408,284,,0,284
96071,2853827.508,14870.13899,2303,191.9166667,,0,191.9166667
96073,65272286.76,40252.1939,19459,1621.583333,,0,1621.583333
96075,3954064.44,21956.85945,2161,180.0833333,,0,180.0833333
96076,0,0,0,0,0,0,0
96080,586206554.7,51585.28267,136366,11363.83333,82114,6842.833333,11363.83333
96084,9769982.216,36891.05934,3178,264.8333333,,0,264.8333333
96087,12740077.04,34824.81194,4390,365.8333333,0,0,365.8333333
96088,62787968.61,27352.63281,27546,2295.5,0,0,2295.5
96090,10342155.32,54792.87587,2265,188.75,1860,155,188.75
96092,6599169.672,38780.62491,2042,170.1666667,,0,170.1666667
96096,8401753.156,37396.5274,2696,224.6666667,,0,224.6666667
96125,4189233.128,9843.508427,5107,425.5833333,,0,425.5833333
96137,40334657.74,14869.91991,32550,2712.5,,0,2712.5
96161,0,0,0,0,,0,0
,,,,4443161.25,,4071707.25,4443161.25
